Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
10,Ike Borsavage\borsaik01,C-F,26,PHW,24,,,1.1,3.1,.351,,,,1.1,3.1,.351,.351,0.5,0.8,.667,,,1.0,0.2,,,,1.4,2.7
11,Vince Boryla\borylvi01,SF,23,NYK,66,,,5.3,13.1,.406,,,,5.3,13.1,.406,.406,4.2,5.0,.837,,,3.8,2.8,,,,3.7,14.9
12,Harry Boykoff\boykoha01,C,28,TOT,48,,,2.6,7.0,.375,,,,2.6,7.0,.375,.375,1.5,2.1,.740,,,4.6,1.3,,,,4.1,6.8
12,Harry Boykoff\boykoha01,C,28,BOS,32,,,2.4,6.3,.384,,,,2.4,6.3,.384,.384,1.4,2.0,.714,,,4.2,1.3,,,,4.1,6.3
12,Harry Boykoff\boykoha01,C,28,TRI,16,,,3.0,8.3,.361,,,,3.0,8.3,.361,.361,1.8,2.3,.784,,,5.3,1.3,,,,4.2,7.8
13,Frankie Brian\brianfr01,G,27,TRI,68,,,5.3,16.6,.322,,,,5.3,16.6,.322,.322,6.1,7.5,.823,,,3.6,3.9,,,,3.2,16.8
14,Walt Budko\budkowa01,PF,25,BLB,64,,,2.6,7.3,.356,,,,2.6,7.3,.356,.356,2.6,3.5,.744,,,7.1,2.1,,,,3.2,7.8
15,Art Burris\burriar01,SF,26,FTW,33,,,0.8,3.4,.248,,,,0.8,3.4,.248,.248,0.6,1.1,.583,,,3.2,0.8,,,,1.5,2.3
16,Tommy Byrnes\byrneto01,F-G,27,TOT,47,,,1.7,5.7,.303,,,,1.7,5.7,.303,.303,1.2,1.8,.655,,,1.5,1.5,,,,1.7,4.6
16,Tommy Byrnes\byrneto01,F-G,27,BLB,16,,,2.2,6.3,.350,,,,2.2,6.3,.350,.350,1.3,1.8,.714,,,1.7,1.3,,,,1.8,5.6
16,Tommy Byrnes\byrneto01,F-G,27,WSC,12,,,1.1,5.4,.200,,,,1.1,5.4,.200,.200,1.2,2.3,.519,,,0.9,1.3,,,,1.7,3.3
16,Tommy Byrnes\byrneto01,F-G,27,TRI,19,,,1.7,5.4,.324,,,,1.7,5.4,.324,.324,1.1,1.5,.724,,,1.7,1.7,,,,1.7,4.6
17,Gerry Calabrese\calabge01,SG,25,SYR,46,,,1.5,4.3,.355,,,,1.5,4.3,.355,.355,1.3,1.9,.693,,,1.4,1.4,,,,1.7,4.4
18,Bill Calhoun\calhobi01,SG,23,ROC,66,,,2.7,7.7,.346,,,,2.7,7.7,.346,.346,2.4,3.5,.706,,,3.0,1.5,,,,1.3,7.7
19,Don Carlson\carlsdo01,G-F,31,BLB,9,,,1.9,5.1,.370,,,,1.9,5.1,.370,.370,0.9,1.8,.500,,,1.7,2.1,,,,2.6,4.7
20,Bob Carpenter\carpebo01,F-C,33,TOT,56,,,1.9,6.0,.325,,,,1.9,6.0,.325,.325,1.9,2.3,.820,,,4.1,1.4,,,,2.1,5.8
20,Bob Carpenter\carpebo01,F-C,33,FTW,21,,,1.3,5.9,.218,,,,1.3,5.9,.218,.218,2.2,2.8,.810,,,3.0,0.8,,,,1.7,4.8
20,Bob Carpenter\carpebo01,F-C,33,TRI,35,,,2.3,6.0,.389,,,,2.3,6.0,.389,.389,1.7,2.0,.829,,,4.8,1.8,,,,2.3,6.3
21,Al Cervi*\cervial01,PG,33,SYR,53,,,2.5,6.5,.382,,,,2.5,6.5,.382,.382,3.7,4.5,.819,,,2.9,3.9,,,,3.4,8.6
22,Leroy Chollet\chollle01,F,25,SYR,14,,,0.4,3.6,.118,,,,0.4,3.6,.118,.118,0.9,1.4,.632,,,1.1,0.9,,,,2.1,1.7
23,Cal Christensen\chrisca01,SF,23,TRI,67,,,2.0,6.6,.301,,,,2.0,6.6,.301,.301,2.6,3.7,.714,,,7.8,2.4,,,,4.0,6.6
24,Nathaniel Clifton*\cliftna01,PF,28,NYK,65,,,3.2,10.1,.322,,,,3.2,10.1,.322,.322,2.2,4.0,.532,,,7.6,2.5,,,,4.1,8.6
25,Bill Closs\clossbi01,SF,29,PHW,65,,,3.1,9.7,.320,,,,3.1,9.7,.320,.320,2.6,3.4,.744,,,6.2,1.7,,,,2.4,8.8
26,Jack Coleman\colemja01,PF,26,ROC,67,,,4.7,11.2,.421,,,,4.7,11.2,.421,.421,2.0,2.6,.779,,,8.7,2.9,,,,2.9,11.4
27,Chuck Cooper*\coopech01,F,24,BOS,66,,,3.1,9.1,.344,,,,3.1,9.1,.344,.344,3.0,4.0,.753,,,8.5,2.6,,,,3.3,9.3
28,Ray Corley\corlera01,G,23,TOT,34,,,1.4,4.5,.303,,,,1.4,4.5,.303,.303,0.9,1.6,.545,,,2.3,1.8,,,,1.5,3.6
28,Ray Corley\corlera01,G,23,BLB,16,,,1.1,4.2,.254,,,,1.1,4.2,.254,.254,0.9,1.6,.538,,,2.1,1.4,,,,1.6,3.0
28,Ray Corley\corlera01,G,23,TRI,18,,,1.6,4.7,.341,,,,1.6,4.7,.341,.341,0.9,1.6,.552,,,2.4,2.1,,,,1.4,4.1
29,Bob Cousy*\cousybo01,PG,22,BOS,69,,,5.8,16.5,.352,,,,5.8,16.5,.352,.352,4.0,5.3,.756,,,6.9,4.9,,,,2.7,15.6
30,Bob Davies*\daviebo01,PG,31,ROC,63,,,5.2,13.9,.372,,,,5.2,13.9,.372,.372,4.8,6.0,.795,,,3.1,4.6,,,,3.3,15.2
31,Hank DeZonie\dezonha01,C-F,28,TRI,5,,,1.2,5.0,.240,,,,1.2,5.0,.240,.240,1.0,1.4,.714,,,3.6,1.8,,,,1.2,3.4
32,Joe Dolhon\dolhojo01,G,23,BLB,13,,,1.3,4.3,.304,,,,1.3,4.3,.304,.304,1.3,1.8,.739,,,1.4,1.5,,,,2.5,3.9
33,Bob Donham\donhabo01,SG,24,BOS,68,,,2.2,4.4,.507,,,,2.2,4.4,.507,.507,1.7,3.4,.498,,,3.5,2.0,,,,2.6,6.1
34,Andy Duncan\duncaan01,F-C,28,BOS,14,,,0.5,2.9,.175,,,,0.5,2.9,.175,.175,1.1,1.6,.682,,,2.1,0.6,,,,2.3,2.1
35,Dike Eddleman\eddledi01,SF,28,TRI,68,,,5.9,16.5,.355,,,,5.9,16.5,.355,.355,3.6,5.1,.699,,,6.0,2.5,,,,3.4,15.3
36,Ray Ellefson\ellefra01,C,28,NYK,3,,,0.0,1.3,.000,,,,0.0,1.3,.000,.000,1.3,1.3,1.000,,,2.7,0.0,,,,2.0,1.3
37,Arnie Ferrin\ferriar01,F-G,25,MNL,68,,,1.8,5.5,.319,,,,1.8,5.5,.319,.319,1.7,2.4,.695,,,4.0,1.6,,,,3.2,5.2
38,Larry Foust\foustla01,C,22,FTW,68,,,4.8,13.9,.346,,,,4.8,13.9,.346,.346,3.8,5.8,.659,,,10.0,1.3,,,,3.6,13.5
39,Joe Fulks*\fulksjo01,PF,29,PHW,66,,,6.5,20.6,.316,,,,6.5,20.6,.316,.316,5.7,6.7,.855,,,7.9,1.8,,,,3.7,18.7
40,Bill Gabor\gaborbi01,SG,28,SYR,61,,,4.2,12.2,.342,,,,4.2,12.2,.342,.342,2.9,4.0,.740,,,2.5,2.0,,,,3.5,11.3
41,Harry Gallatin*\gallaha01,F-C,23,NYK,66,,,4.4,10.7,.416,,,,4.4,10.7,.416,.416,3.9,5.4,.732,,,12.1,2.7,,,,3.7,12.8
42,Vern Gardner\gardnve01,SG,25,PHW,61,,,2.1,6.3,.337,,,,2.1,6.3,.337,.337,1.1,1.6,.711,,,3.9,1.5,,,,2.4,5.4
43,Ed Gayda\gaydaed01,G-F,23,TRI,15,,,1.3,3.1,.413,,,,1.3,3.1,.413,.413,1.2,1.6,.750,,,2.6,0.9,,,,2.3,3.7
44,Chuck Gilmur\gilmuch01,F-C,28,WSC,16,,,1.1,3.8,.279,,,,1.1,3.8,.279,.279,1.1,2.0,.531,,,4.7,1.1,,,,3.6,3.2
45,Bud Grant\grantbu01,F,23,MNL,61,,,0.9,3.0,.288,,,,0.9,3.0,.288,.288,0.9,1.4,.627,,,1.9,1.2,,,,1.7,2.6
46,Alex Groza\grozaal01,C,24,INO,66,,,7.5,15.8,.470,,,,7.5,15.8,.470,.470,6.7,8.6,.786,,,10.7,2.4,,,,3.6,21.7
47,Chick Halbert\halbech01,C,31,TOT,68,,,2.4,6.6,.365,,,,2.4,6.6,.365,.365,2.5,3.6,.694,,,7.9,2.3,,,,3.2,7.4
48,Bruce Hale\halebr01,G-F,32,INO,26,,,1.5,5.2,.296,,,,1.5,5.2,.296,.296,0.5,0.9,.609,,,1.9,1.6,,,,1.2,3.6
49,Alex Hannum*\hannual01,PF,27,SYR,63,,,2.9,7.8,.368,,,,2.9,7.8,.368,.368,1.7,3.1,.543,,,4.8,1.9,,,,4.3,7.5
50,John Hargis\hargijo01,G-F,30,TOT,29,,,1.7,4.4,.378,,,,1.7,4.4,.378,.378,0.9,1.4,.643,,,2.3,0.9,,,,2.0,4.2
50,John Hargis\hargijo01,G-F,30,FTW,14,,,1.8,4.7,.379,,,,1.8,4.7,.379,.379,1.2,1.7,.708,,,2.1,0.6,,,,1.8,4.8
50,John Hargis\hargijo01,G-F,30,TRI,15,,,1.5,4.1,.377,,,,1.5,4.1,.377,.377,0.7,1.2,.556,,,2.4,1.1,,,,2.2,3.7
51,Bob Harris\harribo01,F-C,23,TOT,56,,,1.8,5.3,.332,,,,1.8,5.3,.332,.332,1.5,2.3,.677,,,5.2,1.1,,,,2.8,5.0
51,Bob Harris\harribo01,F-C,23,FTW,12,,,1.1,4.8,.228,,,,1.1,4.8,.228,.228,1.3,1.7,.750,,,3.7,0.7,,,,1.6,3.4
51,Bob Harris\harribo01,F-C,23,BOS,44,,,1.9,5.4,.357,,,,1.9,5.4,.357,.357,1.6,2.4,.664,,,5.6,1.3,,,,3.1,5.5
52,Bob Harrison\harribo02,G,23,MNL,68,,,2.2,6.4,.347,,,,2.2,6.4,.347,.347,1.5,1.9,.789,,,2.5,2.9,,,,3.2,5.9
53,Billy Hassett\hassebi01,G,29,BLB,31,,,1.5,5.2,.281,,,,1.5,5.2,.281,.281,1.4,2.0,.683,,,1.1,1.5,,,,2.3,4.3
54,Kleggie Hermsen\hermskl01,C-F,27,TOT,71,,,2.7,9.1,.293,,,,2.7,9.1,.293,.293,2.2,3.3,.654,,,6.3,1.3,,,,3.7,7.5
55,Sonny Hertzberg\hertzso01,G,28,BOS,65,,,3.2,10.0,.316,,,,3.2,10.0,.316,.316,3.4,4.2,.826,,,4.0,3.8,,,,2.4,9.8
56,Paul Hoffman\hoffmpa01,G-F,25,BLB,41,,,3.1,9.7,.318,,,,3.1,9.7,.318,.318,2.6,3.8,.673,,,4.9,2.7,,,,3.3,8.8
57,Joe Holland\hollajo01,SF,25,INO,67,,,2.9,8.9,.330,,,,2.9,8.9,.330,.330,1.2,2.0,.569,,,5.1,2.2,,,,3.4,7.0
58,Red Holzman*\holzmre01,PG,30,ROC,68,,,2.7,8.3,.326,,,,2.7,8.3,.326,.326,1.9,2.6,.726,,,2.2,2.2,,,,1.4,7.3
59,Joe Hutton\huttojo01,SG,22,MNL,60,,,1.0,3.0,.328,,,,1.0,3.0,.328,.328,0.5,0.7,.674,,,1.7,0.9,,,,1.5,2.5
60,Gene James\jamesge01,F,25,TOT,48,,,1.6,4.9,.336,,,,1.6,4.9,.336,.336,0.9,1.5,.620,,,2.9,1.5,,,,2.5,4.2
60,Gene James\jamesge01,F,25,NYK,6,,,0.2,0.5,.333,,,,0.2,0.5,.333,.333,0.2,0.3,.500,,,0.7,0.7,,,,1.2,0.5
60,Gene James\jamesge01,F,25,BLB,42,,,1.9,5.5,.336,,,,1.9,5.5,.336,.336,1.0,1.6,.623,,,3.3,1.6,,,,2.6,4.7
61,Tony Jaros\jarosto01,F-G,30,MNL,63,,,1.4,4.6,.307,,,,1.4,4.6,.307,.307,1.0,1.6,.631,,,2.1,1.1,,,,2.1,3.8
62,Arnie Johnson\johnsar01,SF,30,ROC,68,,,2.7,5.9,.459,,,,2.7,5.9,.459,.459,4.0,5.5,.725,,,6.6,2.6,,,,4.3,9.4
63,Ralph Johnson\johnsra01,PG,29,FTW,68,,,3.5,10.8,.319,,,,3.5,10.8,.319,.319,1.7,2.4,.704,,,4.0,2.7,,,,3.6,8.6
64,Wah Wah Jones\joneswa01,PF,24,INO,22,,,4.2,10.8,.392,,,,4.2,10.8,.392,.392,2.8,3.5,.792,,,5.7,3.9,,,,3.4,11.2
65,Noble Jorgensen\jorgeno01,C,25,TOT,63,,,3.5,9.5,.372,,,,3.5,9.5,.372,.372,2.9,4.2,.687,,,5.4,1.4,,,,3.8,10.0
65,Noble Jorgensen\jorgeno01,C,25,TRI,22,,,4.0,10.8,.366,,,,4.0,10.8,.366,.366,3.3,4.6,.706,,,5.1,1.2,,,,4.2,11.2
65,Noble Jorgensen\jorgeno01,C,25,SYR,41,,,3.3,8.8,.376,,,,3.3,8.8,.376,.376,2.7,4.0,.675,,,5.5,1.6,,,,3.5,9.3
66,George Kaftan\kaftage01,SF,22,NYK,61,,,1.8,4.7,.388,,,,1.8,4.7,.388,.388,1.3,2.0,.624,,,2.5,1.2,,,,1.7,4.9
67,Jack Kerris\kerrija01,PF,26,FTW,68,,,3.8,10.1,.370,,,,3.8,10.1,.370,.370,3.0,4.3,.681,,,7.0,2.7,,,,3.7,10.5
68,Duane Klueh\kluehdu01,G,25,FTW,61,,,2.6,7.5,.343,,,,2.6,7.5,.343,.343,2.2,3.0,.734,,,3.0,1.3,,,,2.3,7.4
69,Frank Kudelka\kudelfr01,G-F,25,TOT,62,,,2.9,8.4,.346,,,,2.9,8.4,.346,.346,1.3,1.9,.697,,,2.5,1.7,,,,3.4,7.1
70,Tony Lavelli\lavelto01,F,24,NYK,30,,,1.1,3.1,.344,,,,1.1,3.1,.344,.344,1.2,1.4,.854,,,2.0,0.8,,,,1.9,3.3
71,Bob Lavoy\lavoybo01,PF,24,INO,63,,,3.5,9.8,.357,,,,3.5,9.8,.357,.357,1.3,2.1,.632,,,4.9,1.2,,,,3.0,8.3
72,Ed Leede\leedeed01,F-G,23,BOS,57,,,2.1,6.5,.322,,,,2.1,6.5,.322,.322,2.5,3.3,.741,,,2.1,1.7,,,,2.5,6.6
73,Ron Livingstone\livinro01,C,25,PHW,63,,,1.7,5.6,.295,,,,1.7,5.6,.295,.295,1.2,1.7,.697,,,4.7,1.2,,,,3.5,4.5
74,Earl Lloyd*\lloydea01,SF,22,WSC,7,,,2.3,5.0,.457,,,,2.3,5.0,.457,.457,1.6,1.9,.846,,,6.7,1.6,,,,3.7,6.1
75,Don Lofgran\lofgrdo01,F-C,22,TOT,61,,,1.3,4.4,.293,,,,1.3,4.4,.293,.293,1.3,2.1,.622,,,2.6,0.6,,,,2.2,3.9
76,John Logan\loganjo01,G,30,TRI,30,,,2.8,9.0,.312,,,,2.8,9.0,.312,.312,2.1,2.8,.750,,,4.5,4.0,,,,2.3,7.7
77,Ray Lumpp\lumppra01,G,27,NYK,64,,,2.4,5.9,.404,,,,2.4,5.9,.404,.404,1.9,2.5,.775,,,2.0,1.8,,,,2.5,6.7
78,Ed Macauley*\macaued01,C-F,22,BOS,68,,,6.8,14.5,.466,,,,6.8,14.5,.466,.466,6.9,9.0,.759,,,9.1,3.7,,,,3.0,20.4
79,Johnny Macknowski\macknjo01,G-F,28,SYR,58,,,2.3,7.5,.301,,,,2.3,7.5,.301,.301,2.1,2.9,.718,,,1.9,1.2,,,,2.3,6.6
80,Norm Mager\magerno01,F,24,BLB,24,,,1.7,5.9,.282,,,,1.7,5.9,.282,.282,1.8,2.3,.786,,,2.0,1.0,,,,2.8,5.2
81,John Mahnken\mahnkjo01,C,28,TOT,58,,,1.9,6.1,.316,,,,1.9,6.1,.316,.316,0.8,1.2,.643,,,3.8,1.3,,,,2.8,4.6
81,John Mahnken\mahnkjo01,C,28,BOS,46,,,2.2,6.5,.342,,,,2.2,6.5,.342,.342,0.8,1.2,.648,,,4.0,1.5,,,,3.3,5.2
81,John Mahnken\mahnkjo01,C,28,INO,12,,,0.8,4.4,.170,,,,0.8,4.4,.170,.170,0.8,1.3,.625,,,2.9,0.8,,,,1.0,2.3
82,Slater Martin*\martisl01,PG,25,MNL,68,,,3.3,9.2,.362,,,,3.3,9.2,.362,.362,1.8,2.6,.684,,,3.6,3.5,,,,2.9,8.5
83,Ariel Maughan\maughar01,F,27,WSC,35,,,2.2,7.1,.312,,,,2.2,7.1,.312,.312,2.8,3.5,.797,,,4.0,1.4,,,,2.6,7.3
84,Dick McGuire*\mcguidi01,PG,25,NYK,64,,,2.8,7.5,.371,,,,2.8,7.5,.371,.371,2.8,4.3,.649,,,5.2,6.3,,,,2.4,8.4
85,Bones McKinney\mckinbo01,SF,32,TOT,44,,,2.3,7.4,.312,,,,2.3,7.4,.312,.312,1.3,1.8,.716,,,4.5,1.9,,,,3.1,6.0
85,Bones McKinney\mckinbo01,SF,32,WSC,10,,,1.2,4.3,.279,,,,1.2,4.3,.279,.279,0.3,0.7,.429,,,1.9,0.6,,,,1.4,2.7
85,Bones McKinney\mckinbo01,SF,32,BOS,34,,,2.6,8.4,.317,,,,2.6,8.4,.317,.317,1.6,2.2,.743,,,5.3,2.3,,,,3.6,6.9
86,Mal McMullen\mcmulma01,F-C,23,INO,51,,,1.5,5.4,.282,,,,1.5,5.4,.282,.282,0.9,1.6,.585,,,2.5,0.6,,,,2.1,4.0
87,Joe McNamee\mcnamjo01,SF,24,ROC,60,,,0.8,2.8,.287,,,,0.8,2.8,.287,.287,0.5,0.7,.643,,,1.7,0.3,,,,1.5,2.1
88,Dick Mehen\mehendi01,PF,28,TOT,66,,,2.9,8.1,.361,,,,2.9,8.1,.361,.361,1.4,1.9,.732,,,3.4,1.8,,,,2.3,7.2
88,Dick Mehen\mehendi01,PF,28,BLB,16,,,3.6,10.6,.335,,,,3.6,10.6,.335,.335,2.3,3.2,.725,,,4.8,3.4,,,,2.6,9.4
88,Dick Mehen\mehendi01,PF,28,BOS,7,,,2.4,7.4,.327,,,,2.4,7.4,.327,.327,1.4,2.1,.667,,,3.7,1.6,,,,2.0,6.3
88,Dick Mehen\mehendi01,PF,28,FTW,43,,,2.7,7.2,.381,,,,2.7,7.2,.381,.381,1.0,1.3,.754,,,2.8,1.2,,,,2.2,6.5
89,Ed Mikan\mikaned01,C-F,25,TOT,61,,,3.2,9.1,.347,,,,3.2,9.1,.347,.347,2.2,3.1,.725,,,5.6,1.0,,,,3.2,8.6
90,George Mikan*\mikange01,C,26,MNL,68,,,10.0,23.3,.428,,,,10.0,23.3,.428,.428,8.5,10.5,.803,,,14.1,3.1,,,,4.5,28.4
91,Vern Mikkelsen*\mikkeve01,PF,22,MNL,64,,,5.6,14.0,.402,,,,5.6,14.0,.402,.402,2.9,4.3,.676,,,10.2,2.8,,,,4.1,14.1
92,Leo Mogus\mogusle01,F-C,29,PHW,57,,,0.8,2.1,.352,,,,0.8,2.1,.352,.352,0.9,1.5,.616,,,1.8,0.6,,,,1.1,2.4
93,Chuck Mrazovich\mrazoch01,F,26,INO,25,,,1.1,3.2,.350,,,,1.1,3.2,.350,.350,1.2,1.9,.604,,,1.6,0.5,,,,2.1,3.4
94,Ken Murray\murrake01,G-F,22,TOT,66,,,4.6,13.4,.339,,,,4.6,13.4,.339,.339,3.8,5.0,.747,,,5.4,3.1,,,,2.5,12.9
95,Jack Nichols\nichoja01,PF,24,TRI,6,,,4.5,13.2,.342,,,,4.5,13.2,.342,.342,2.7,3.5,.762,,,10.5,2.5,,,,3.8,11.7
96,Paul Noel\noelpa01,F,26,ROC,52,,,0.9,3.3,.282,,,,0.9,3.3,.282,.282,0.6,0.9,.711,,,1.6,0.7,,,,1.2,2.5
97,Johnny Norlander\norlajo01,F,29,WSC,9,,,0.7,1.8,.375,,,,0.7,1.8,.375,.375,1.0,1.6,.643,,,1.0,0.6,,,,1.6,2.3
98,Dick O'Keefe\okeefdi01,G-F,27,WSC,17,,,1.2,6.0,.206,,,,1.2,6.0,.206,.206,1.5,2.3,.641,,,2.2,1.5,,,,2.8,3.9
99,Tommy O'Keefe\okeefto01,G,22,TOT,6,,,1.7,4.7,.357,,,,1.7,4.7,.357,.357,0.5,0.7,.750,,,1.2,1.7,,,,0.8,3.8
99,Tommy O'Keefe\okeefto01,G,22,WSC,3,,,1.7,4.3,.385,,,,1.7,4.3,.385,.385,0.7,1.0,.667,,,1.3,0.7,,,,0.3,4.0
99,Tommy O'Keefe\okeefto01,G,22,BLB,3,,,1.7,5.0,.333,,,,1.7,5.0,.333,.333,0.3,0.3,1.000,,,1.0,2.7,,,,1.3,3.7
100,Kevin O'Shea\osheake01,G,25,MNL,63,,,1.4,4.2,.326,,,,1.4,4.2,.326,.326,1.5,2.1,.724,,,2.0,1.6,,,,1.6,4.3
101,John Oldham\oldhajo01,G,27,FTW,68,,,2.9,8.8,.333,,,,2.9,8.8,.333,.333,2.5,4.3,.586,,,3.6,1.9,,,,3.6,8.4
102,Don Otten\ottendo01,C,29,TOT,67,,,2.4,7.1,.338,,,,2.4,7.1,.338,.338,3.7,4.6,.799,,,6.0,0.9,,,,3.8,8.5
102,Don Otten\ottendo01,C,29,WSC,16,,,2.3,7.9,.291,,,,2.3,7.9,.291,.291,4.6,5.8,.796,,,6.6,1.4,,,,3.8,9.3
102,Don Otten\ottendo01,C,29,BLB,2,,,1.5,7.5,.200,,,,1.5,7.5,.200,.200,2.5,4.5,.556,,,1.5,1.5,,,,2.5,5.5
102,Don Otten\ottendo01,C,29,FTW,49,,,2.5,6.9,.362,,,,2.5,6.9,.362,.362,3.4,4.2,.811,,,6.0,0.8,,,,3.9,8.4
103,Easy Parham\parhaea01,F-G,29,PHW,7,,,0.3,0.9,.333,,,,0.3,0.9,.333,.333,0.3,0.9,.333,,,1.3,0.3,,,,0.3,0.9
104,Warren Perkins\perkiwa01,G-F,26,TRI,66,,,2.0,6.5,.315,,,,2.0,6.5,.315,.315,1.9,3.0,.646,,,4.8,2.2,,,,3.5,6.0
105,Ed Peterson\petered01,C,26,TOT,53,,,2.5,7.2,.339,,,,2.5,7.2,.339,.339,1.9,2.8,.660,,,5.4,1.2,,,,3.5,6.8
105,Ed Peterson\petered01,C,26,SYR,17,,,1.8,4.8,.370,,,,1.8,4.8,.370,.370,1.2,1.9,.606,,,2.2,0.5,,,,2.6,4.7
105,Ed Peterson\petered01,C,26,TRI,36,,,2.8,8.4,.330,,,,2.8,8.4,.330,.330,2.2,3.3,.675,,,6.9,1.6,,,,4.0,7.8
106,Andy Phillip*\phillan01,G-F,28,PHW,66,,,4.2,10.5,.399,,,,4.2,10.5,.399,.399,2.9,3.8,.751,,,6.8,6.3,,,,3.3,11.2
107,Jim Pollard*\pollaji01,SF,28,MNL,54,,,4.7,13.5,.352,,,,4.7,13.5,.352,.352,2.2,2.9,.750,,,9.0,3.4,,,,2.9,11.6
108,George Ratkovicz\ratkoge01,PF,28,SYR,66,,,4.0,9.6,.415,,,,4.0,9.6,.415,.415,4.9,6.7,.731,,,8.3,2.9,,,,3.9,12.9
109,Don Rehfeldt\rehfedo01,SF,24,BLB,59,,,2.8,7.2,.385,,,,2.8,7.2,.385,.385,1.7,2.4,.741,,,4.3,1.2,,,,2.5,7.3
110,Jim Riffey\riffeji01,F,27,FTW,35,,,1.9,5.3,.351,,,,1.9,5.3,.351,.351,0.6,0.7,.769,,,1.7,0.5,,,,1.5,4.3
111,Arnie Risen*\risenar01,C,26,ROC,66,,,5.7,14.2,.401,,,,5.7,14.2,.401,.401,4.9,6.7,.734,,,12.0,2.4,,,,4.2,16.3
112,Tex Ritter\rittete01,G-F,26,NYK,34,,,1.1,3.0,.379,,,,1.1,3.0,.379,.379,1.4,2.1,.690,,,1.9,1.1,,,,1.5,3.7
113,Red Rocha\rochare01,C,27,BLB,64,,,4.6,13.2,.352,,,,4.6,13.2,.352,.352,3.8,4.7,.809,,,8.0,2.3,,,,3.8,13.1
114,Kenny Sailors\sailoke01,G,30,TOT,60,,,3.0,8.9,.340,,,,3.0,8.9,.340,.340,2.2,3.0,.728,,,2.0,2.5,,,,3.3,8.2
114,Kenny Sailors\sailoke01,G,30,BOS,10,,,0.4,2.5,.160,,,,0.4,2.5,.160,.160,1.0,1.6,.625,,,0.3,0.8,,,,1.4,1.8
114,Kenny Sailors\sailoke01,G,30,BLB,50,,,3.5,10.2,.348,,,,3.5,10.2,.348,.348,2.4,3.3,.738,,,2.3,2.8,,,,3.6,9.5
115,Pep Saul\saulpe01,SG,26,ROC,65,,,1.6,4.8,.339,,,,1.6,4.8,.339,.339,1.1,1.6,.686,,,1.3,1.0,,,,1.3,4.3
116,Alan Sawyer\sawyeal01,F,23,WSC,33,,,2.6,7.1,.370,,,,2.6,7.1,.370,.370,1.3,1.5,.860,,,3.7,0.8,,,,2.3,6.6
117,Fred Schaus\schaufr01,F,25,FTW,68,,,4.6,13.5,.340,,,,4.6,13.5,.340,.340,5.9,7.1,.835,,,7.3,2.7,,,,3.5,15.1
118,Dolph Schayes*\schaydo01,F-C,22,SYR,66,,,5.0,14.1,.357,,,,5.0,14.1,.357,.357,6.9,9.2,.752,,,16.4,3.8,,,,4.1,17.0
119,Herb Scherer\scherhe01,C,22,TRI,20,,,1.2,4.2,.286,,,,1.2,4.2,.286,.286,1.0,1.8,.571,,,2.5,0.9,,,,2.8,3.4
